onet	ks	element_name	level	importance
47-2041.00	knowledge	Fine Arts	0.53	1.24
47-2041.00	knowledge	History and Archeology	0.25	1.20
47-2041.00	knowledge	Philosophy and Theology	0.62	1.27
47-2041.00	knowledge	Public Safety and Security	2.58	2.55
47-2041.00	knowledge	Law and Government	1.05	1.70
47-2041.00	knowledge	Telecommunications	0.51	1.37
47-2041.00	knowledge	Communications and Media	0.80	1.55
47-2042.00	knowledge	Administration and Management	2.78	2.47
47-2042.00	knowledge	Clerical	1.00	1.61
47-2042.00	knowledge	Economics and Accounting	0.93	1.74
47-2042.00	knowledge	Sales and Marketing	1.72	2.03
47-2042.00	knowledge	Customer and Personal Service	3.46	3.88
47-2042.00	knowledge	Personnel and Human Resources	0.93	1.70
47-2042.00	knowledge	Transportation	2.13	2.54
47-2042.00	knowledge	Production and Processing	3.34	3.33
47-2042.00	knowledge	Food Production	0.21	1.16
47-2042.00	knowledge	Computers and Electronics	0.42	1.19
47-2042.00	knowledge	Engineering and Technology	2.30	2.33
47-2042.00	knowledge	Design	3.47	3.11
47-2042.00	knowledge	Building and Construction	4.43	3.93
47-2042.00	knowledge	Mechanical	3.78	3.42
47-2042.00	knowledge	Mathematics	3.99	3.83
47-2042.00	knowledge	Physics	2.10	2.10
47-2042.00	knowledge	Chemistry	2.01	2.20
47-2042.00	knowledge	Biology	0.33	1.21
47-2042.00	knowledge	Psychology	2.37	1.96
47-2042.00	knowledge	Sociology and Anthropology	0.46	1.15
47-2042.00	knowledge	Geography	0.07	1.04
47-2042.00	knowledge	Medicine and Dentistry	0.16	1.11
47-2042.00	knowledge	Therapy and Counseling	0.02	1.01
47-2042.00	knowledge	Education and Training	3.18	2.86
47-2042.00	knowledge	English Language	2.58	2.88
47-2042.00	knowledge	Foreign Language	0.41	1.34
47-2042.00	knowledge	Fine Arts	0.11	1.06
47-2042.00	knowledge	History and Archeology	0.21	1.11
47-2042.00	knowledge	Philosophy and Theology	0.08	1.03
47-2042.00	knowledge	Public Safety and Security	2.21	2.75
47-2042.00	knowledge	Law and Government	1.01	1.87
47-2042.00	knowledge	Telecommunications	0.14	1.12
47-2042.00	knowledge	Communications and Media	0.26	1.13
47-2043.00	knowledge	Administration and Management	2.97	2.87
47-2043.00	knowledge	Clerical	1.52	2.23
47-2043.00	knowledge	Economics and Accounting	1.27	2.17
47-2043.00	knowledge	Sales and Marketing	2.63	2.27
47-2043.00	knowledge	Customer and Personal Service	4.25	3.69
47-2043.00	knowledge	Personnel and Human Resources	1.49	1.85
47-2043.00	knowledge	Transportation	2.18	2.92
47-2043.00	knowledge	Production and Processing	2.35	2.86
47-2043.00	knowledge	Food Production	0.15	1.29
47-2043.00	knowledge	Computers and Electronics	0.50	1.57
47-2043.00	knowledge	Engineering and Technology	1.36	1.60
47-2043.00	knowledge	Design	1.78	1.92
47-2043.00	knowledge	Building and Construction	4.01	3.26
47-2043.00	knowledge	Mechanical	3.90	3.73
47-2043.00	knowledge	Mathematics	2.71	2.88
47-2043.00	knowledge	Physics	0.63	1.50
47-2043.00	knowledge	Chemistry	1.68	2.03
47-2043.00	knowledge	Biology	0.14	1.07
47-2043.00	knowledge	Psychology	0.63	1.49
47-2043.00	knowledge	Sociology and Anthropology	0.34	1.60
47-2043.00	knowledge	Geography	0.73	1.63
47-2043.00	knowledge	Medicine and Dentistry	0.30	1.56
47-2043.00	knowledge	Therapy and Counseling	0.32	1.29
47-2043.00	knowledge	Education and Training	2.87	2.73
47-2043.00	knowledge	English Language	2.78	3.17
47-2043.00	knowledge	Foreign Language	1.97	1.67
47-2043.00	knowledge	Fine Arts	0.32	1.16
47-2043.00	knowledge	History and Archeology	0.06	1.06
47-2043.00	knowledge	Philosophy and Theology	0.10	1.04
47-2043.00	knowledge	Public Safety and Security	2.54	2.55
47-2043.00	knowledge	Law and Government	2.07	2.21
47-2043.00	knowledge	Telecommunications	0.40	1.30
47-2043.00	knowledge	Communications and Media	0.52	1.37
47-2044.00	knowledge	Administration and Management	2.50	2.52
47-2044.00	knowledge	Clerical	1.78	1.87
47-2044.00	knowledge	Economics and Accounting	0.81	1.73
47-2044.00	knowledge	Sales and Marketing	1.55	1.87
47-2044.00	knowledge	Customer and Personal Service	2.84	2.88
47-2044.00	knowledge	Personnel and Human Resources	1.25	1.80
47-2044.00	knowledge	Transportation	1.97	2.54
47-2044.00	knowledge	Production and Processing	1.71	2.07
47-2044.00	knowledge	Food Production	0.10	1.05
47-2044.00	knowledge	Computers and Electronics	0.69	1.44
47-2044.00	knowledge	Engineering and Technology	1.58	1.92
47-2044.00	knowledge	Design	3.33	2.98
47-2044.00	knowledge	Building and Construction	3.25	3.60
47-2044.00	knowledge	Mechanical	2.80	2.70
47-2044.00	knowledge	Mathematics	2.89	3.05
47-2044.00	knowledge	Physics	0.91	1.53
47-2044.00	knowledge	Chemistry	1.38	1.56
47-2044.00	knowledge	Biology	0.25	1.10
47-2044.00	knowledge	Psychology	0.68	1.36
47-2044.00	knowledge	Sociology and Anthropology	0.01	1.06
47-2044.00	knowledge	Geography	0.49	1.24
47-2044.00	knowledge	Medicine and Dentistry	0.30	1.14
47-2044.00	knowledge	Therapy and Counseling	0.39	1.17
47-2044.00	knowledge	Education and Training	2.45	2.32
47-2044.00	knowledge	English Language	2.43	3.14
47-2044.00	knowledge	Foreign Language	0.64	1.44
47-2044.00	knowledge	Fine Arts	0.13	1.07
47-2044.00	knowledge	History and Archeology	0.11	1.07
47-2044.00	knowledge	Philosophy and Theology	0.00	1.00
47-2044.00	knowledge	Public Safety and Security	2.11	2.65
47-2044.00	knowledge	Law and Government	0.43	1.49
47-2044.00	knowledge	Telecommunications	0.56	1.58
47-2044.00	knowledge	Communications and Media	0.82	1.49
47-2051.00	knowledge	Administration and Management	3.81	3.59
47-2051.00	knowledge	Clerical	1.82	2.21
47-2051.00	knowledge	Economics and Accounting	1.30	1.98
47-2051.00	knowledge	Sales and Marketing	1.83	2.12
47-2051.00	knowledge	Customer and Personal Service	2.95	3.28
47-2051.00	knowledge	Personnel and Human Resources	1.81	2.22
47-2051.00	knowledge	Transportation	2.16	2.32
47-2051.00	knowledge	Production and Processing	2.93	2.86
47-2051.00	knowledge	Food Production	0.63	1.32
47-2051.00	knowledge	Computers and Electronics	1.62	1.88
47-2051.00	knowledge	Engineering and Technology	3.42	2.76
47-2051.00	knowledge	Design	3.17	3.42
47-2051.00	knowledge	Building and Construction	4.32	4.17
47-2051.00	knowledge	Mechanical	3.90	3.29
47-2051.00	knowledge	Mathematics	3.62	3.54
47-2051.00	knowledge	Physics	2.42	2.48
47-2051.00	knowledge	Chemistry	2.90	2.67
47-2051.00	knowledge	Biology	0.23	1.16
47-2051.00	knowledge	Psychology	1.97	2.13
47-2051.00	knowledge	Sociology and Anthropology	1.00	1.59
47-2051.00	knowledge	Geography	0.94	1.50
47-2051.00	knowledge	Medicine and Dentistry	0.95	1.61
47-2051.00	knowledge	Therapy and Counseling	1.45	1.57
47-2051.00	knowledge	Education and Training	2.63	2.49
47-2051.00	knowledge	English Language	2.89	3.19
47-2051.00	knowledge	Foreign Language	1.26	1.75
47-2051.00	knowledge	Fine Arts	0.47	1.30
47-2051.00	knowledge	History and Archeology	0.12	1.13
47-2051.00	knowledge	Philosophy and Theology	0.52	1.23
47-2051.00	knowledge	Public Safety and Security	3.04	3.16
47-2051.00	knowledge	Law and Government	1.88	2.40
47-2051.00	knowledge	Telecommunications	0.68	1.71
47-2051.00	knowledge	Communications and Media	0.98	1.66
47-2053.00	knowledge	Administration and Management	3.00	3.23
47-2053.00	knowledge	Clerical	1.91	2.17
47-2053.00	knowledge	Economics and Accounting	0.55	1.62
47-2053.00	knowledge	Sales and Marketing	1.23	1.83
47-2053.00	knowledge	Customer and Personal Service	2.42	3.23
47-2053.00	knowledge	Personnel and Human Resources	2.02	2.24
47-2053.00	knowledge	Transportation	2.07	2.24
47-2053.00	knowledge	Production and Processing	3.51	2.96
47-2053.00	knowledge	Food Production	0.00	1.43
47-2053.00	knowledge	Computers and Electronics	0.39	1.19
47-2053.00	knowledge	Engineering and Technology	2.48	2.30
47-2053.00	knowledge	Design	3.46	3.58
47-2053.00	knowledge	Building and Construction	4.35	4.05
47-2053.00	knowledge	Mechanical	3.37	3.10
47-2053.00	knowledge	Mathematics	2.91	3.39
47-2053.00	knowledge	Physics	1.61	2.34
47-2053.00	knowledge	Chemistry	3.80	3.15
47-2053.00	knowledge	Biology	0.07	1.03
47-2053.00	knowledge	Psychology	1.25	1.70
47-2053.00	knowledge	Sociology and Anthropology	0.25	1.08
47-2053.00	knowledge	Geography	0.00	1.29
47-2053.00	knowledge	Medicine and Dentistry	0.24	1.24
47-2053.00	knowledge	Therapy and Counseling	0.20	1.25
47-2053.00	knowledge	Education and Training	2.88	2.64
47-2053.00	knowledge	English Language	2.73	3.26
47-2053.00	knowledge	Foreign Language	0.51	1.67
47-2053.00	knowledge	Fine Arts	1.01	1.86
47-2053.00	knowledge	History and Archeology	0.00	1.00
47-2053.00	knowledge	Philosophy and Theology	0.10	1.07
47-2053.00	knowledge	Public Safety and Security	2.76	3.02
47-2053.00	knowledge	Law and Government	0.46	1.81
47-2053.00	knowledge	Telecommunications	0.21	1.47
47-2053.00	knowledge	Communications and Media	0.75	1.45
47-2061.00	knowledge	Administration and Management	3.31	3.45
47-2061.00	knowledge	Clerical	1.59	1.95
47-2061.00	knowledge	Economics and Accounting	2.03	2.39
47-2061.00	knowledge	Sales and Marketing	1.79	1.96
47-2061.00	knowledge	Customer and Personal Service	4.01	3.21
47-2061.00	knowledge	Personnel and Human Resources	2.50	2.83
47-2061.00	knowledge	Transportation	3.37	2.88
47-2061.00	knowledge	Production and Processing	2.93	2.94
47-2061.00	knowledge	Food Production	1.25	1.68
47-2061.00	knowledge	Computers and Electronics	1.54	1.76
47-2061.00	knowledge	Engineering and Technology	3.07	2.63
47-2061.00	knowledge	Design	2.89	2.53
47-2061.00	knowledge	Building and Construction	4.23	4.09
47-2061.00	knowledge	Mechanical	4.02	3.57
47-2061.00	knowledge	Mathematics	3.40	3.26
47-2061.00	knowledge	Physics	2.48	2.37
47-2061.00	knowledge	Chemistry	2.91	2.33
47-2061.00	knowledge	Biology	1.57	1.97
47-2061.00	knowledge	Psychology	1.94	2.17
47-2061.00	knowledge	Sociology and Anthropology	0.99	1.65
47-2061.00	knowledge	Geography	2.14	2.27
47-2061.00	knowledge	Medicine and Dentistry	0.68	1.54
47-2061.00	knowledge	Therapy and Counseling	1.08	1.51
47-2061.00	knowledge	Education and Training	3.79	3.21
47-2061.00	knowledge	English Language	2.93	3.20
47-2061.00	knowledge	Foreign Language	2.41	2.54
47-2061.00	knowledge	Fine Arts	0.73	1.31
47-2061.00	knowledge	History and Archeology	0.85	1.52
47-2061.00	knowledge	Philosophy and Theology	0.99	1.39
47-2061.00	knowledge	Public Safety and Security	3.81	3.35
47-2061.00	knowledge	Law and Government	2.73	2.73
47-2061.00	knowledge	Telecommunications	2.23	2.41
47-2061.00	knowledge	Communications and Media	2.34	2.67
47-2071.00	knowledge	Administration and Management	2.90	3.12
47-2071.00	knowledge	Clerical	1.40	1.88
47-2071.00	knowledge	Economics and Accounting	1.93	2.30
47-2071.00	knowledge	Sales and Marketing	1.66	1.86
47-2071.00	knowledge	Customer and Personal Service	2.90	3.00
47-2071.00	knowledge	Personnel and Human Resources	1.99	2.78
47-2071.00	knowledge	Transportation	3.48	3.59
47-2071.00	knowledge	Production and Processing	3.01	3.10
47-2071.00	knowledge	Food Production	0.21	1.07
47-2071.00	knowledge	Computers and Electronics	1.76	2.18
47-2071.00	knowledge	Engineering and Technology	3.26	2.81
47-2071.00	knowledge	Design	2.46	2.44
47-2071.00	knowledge	Building and Construction	3.66	3.28
47-2071.00	knowledge	Mechanical	3.88	3.42
47-2071.00	knowledge	Mathematics	2.59	3.20
47-2071.00	knowledge	Physics	1.96	2.00
47-2071.00	knowledge	Chemistry	1.76	2.30
47-2071.00	knowledge	Biology	0.60	1.21
47-2071.00	knowledge	Psychology	2.15	2.21
47-2071.00	knowledge	Sociology and Anthropology	0.77	1.53
47-2071.00	knowledge	Geography	1.84	1.99
47-2071.00	knowledge	Medicine and Dentistry	0.79	1.61
47-2071.00	knowledge	Therapy and Counseling	1.20	1.58
47-2071.00	knowledge	Education and Training	3.07	2.87
47-2071.00	knowledge	English Language	2.72	3.26
47-2071.00	knowledge	Foreign Language	0.69	1.57
47-2071.00	knowledge	Fine Arts	0.42	1.21
47-2071.00	knowledge	History and Archeology	0.74	1.37
47-2071.00	knowledge	Philosophy and Theology	0.47	1.20
47-2071.00	knowledge	Public Safety and Security	3.33	3.96
47-2071.00	knowledge	Law and Government	1.22	1.75
47-2071.00	knowledge	Telecommunications	1.28	1.91
47-2071.00	knowledge	Communications and Media	1.69	1.83
47-2072.00	knowledge	Administration and Management	3.15	2.94
47-2072.00	knowledge	Clerical	1.36	1.73
47-2072.00	knowledge	Economics and Accounting	1.45	1.62
47-2072.00	knowledge	Sales and Marketing	0.89	1.31
47-2072.00	knowledge	Customer and Personal Service	3.56	3.21
47-2072.00	knowledge	Personnel and Human Resources	2.16	2.90
47-2072.00	knowledge	Transportation	3.66	3.21
47-2072.00	knowledge	Production and Processing	2.70	2.88
47-2072.00	knowledge	Food Production	0.28	1.09
47-2072.00	knowledge	Computers and Electronics	2.14	2.19
47-2072.00	knowledge	Engineering and Technology	2.74	2.66
47-2072.00	knowledge	Design	3.00	2.86
47-2072.00	knowledge	Building and Construction	4.81	3.85
47-2072.00	knowledge	Mechanical	5.11	4.12
47-2072.00	knowledge	Mathematics	3.24	3.14
47-2072.00	knowledge	Physics	2.83	2.58
47-2072.00	knowledge	Chemistry	2.13	1.88
47-2072.00	knowledge	Biology	0.73	1.50
47-2072.00	knowledge	Psychology	2.76	2.24
47-2072.00	knowledge	Sociology and Anthropology	0.17	1.14
47-2072.00	knowledge	Geography	1.82	1.86
47-2072.00	knowledge	Medicine and Dentistry	1.07	1.55
47-2072.00	knowledge	Therapy and Counseling	1.01	1.50
47-2072.00	knowledge	Education and Training	3.68	3.05
47-2072.00	knowledge	English Language	3.52	3.15
47-2072.00	knowledge	Foreign Language	0.84	1.52
47-2072.00	knowledge	Fine Arts	0.00	1.00
47-2072.00	knowledge	History and Archeology	0.72	1.37
47-2072.00	knowledge	Philosophy and Theology	0.36	1.14
47-2072.00	knowledge	Public Safety and Security	2.86	3.02
47-2072.00	knowledge	Law and Government	2.02	2.41
47-2072.00	knowledge	Telecommunications	0.95	1.71
47-2072.00	knowledge	Communications and Media	1.28	1.61
47-2073.00	knowledge	Administration and Management	3.29	2.97
47-2073.00	knowledge	Clerical	1.57	1.93
47-2073.00	knowledge	Economics and Accounting	1.58	2.05
47-2073.00	knowledge	Sales and Marketing	0.85	1.60
47-2073.00	knowledge	Customer and Personal Service	2.59	2.50
47-2073.00	knowledge	Personnel and Human Resources	1.67	2.05
47-2073.00	knowledge	Transportation	1.96	2.54
47-2073.00	knowledge	Production and Processing	2.37	2.39
47-2073.00	knowledge	Food Production	0.13	1.05
47-2073.00	knowledge	Computers and Electronics	1.90	1.82
47-2073.00	knowledge	Engineering and Technology	2.80	2.58
47-2073.00	knowledge	Design	2.62	2.67
47-2073.00	knowledge	Building and Construction	4.24	3.62
47-2073.00	knowledge	Mechanical	3.74	3.48
47-2073.00	knowledge	Mathematics	2.80	2.75
47-2073.00	knowledge	Physics	2.15	2.26
47-2073.00	knowledge	Chemistry	1.62	1.77
47-2073.00	knowledge	Biology	0.46	1.17
47-2073.00	knowledge	Psychology	1.30	1.74
47-2073.00	knowledge	Sociology and Anthropology	0.64	1.27
47-2073.00	knowledge	Geography	1.43	1.77
47-2073.00	knowledge	Medicine and Dentistry	0.24	1.17
47-2073.00	knowledge	Therapy and Counseling	0.55	1.23
47-2073.00	knowledge	Education and Training	3.22	2.45
47-2073.00	knowledge	English Language	2.32	2.41
47-2073.00	knowledge	Foreign Language	0.68	1.39
47-2073.00	knowledge	Fine Arts	0.06	1.05
47-2073.00	knowledge	History and Archeology	0.74	1.42
47-2073.00	knowledge	Philosophy and Theology	0.42	1.18
47-2073.00	knowledge	Public Safety and Security	3.29	2.92
47-2073.00	knowledge	Law and Government	1.25	2.07
47-2073.00	knowledge	Telecommunications	0.66	1.58
47-2073.00	knowledge	Communications and Media	1.03	1.53
47-2081.00	knowledge	Administration and Management	2.93	3.09
47-2081.00	knowledge	Clerical	2.03	2.06
47-2081.00	knowledge	Economics and Accounting	1.41	2.28
47-2081.00	knowledge	Sales and Marketing	2.16	2.40
47-2081.00	knowledge	Customer and Personal Service	2.90	2.73
47-2081.00	knowledge	Personnel and Human Resources	2.11	2.21
47-2081.00	knowledge	Transportation	2.20	2.53
47-2081.00	knowledge	Production and Processing	2.38	2.53
47-2081.00	knowledge	Food Production	0.37	1.22
47-2081.00	knowledge	Computers and Electronics	1.25	1.78
47-2081.00	knowledge	Engineering and Technology	2.93	2.74
47-2081.00	knowledge	Design	3.00	2.97
47-2081.00	knowledge	Building and Construction	5.33	4.47
47-2081.00	knowledge	Mechanical	3.27	3.25
47-2081.00	knowledge	Mathematics	3.12	3.50
47-2081.00	knowledge	Physics	1.71	2.04
47-2081.00	knowledge	Chemistry	1.43	1.68
47-2081.00	knowledge	Biology	0.15	1.15
47-2081.00	knowledge	Psychology	1.73	1.84
47-2081.00	knowledge	Sociology and Anthropology	0.70	1.36
47-2081.00	knowledge	Geography	1.33	1.70
47-2081.00	knowledge	Medicine and Dentistry	1.07	1.71
47-2081.00	knowledge	Therapy and Counseling	1.29	1.59
47-2081.00	knowledge	Education and Training	2.06	2.42
47-2081.00	knowledge	English Language	2.60	2.96
47-2081.00	knowledge	Foreign Language	1.38	2.02
47-2081.00	knowledge	Fine Arts	0.00	1.00
47-2081.00	knowledge	History and Archeology	0.43	1.27
47-2081.00	knowledge	Philosophy and Theology	0.29	1.09
47-2081.00	knowledge	Public Safety and Security	2.88	3.18
47-2081.00	knowledge	Law and Government	1.28	1.98
47-2081.00	knowledge	Telecommunications	0.68	1.52
47-2081.00	knowledge	Communications and Media	0.37	1.21
47-2082.00	knowledge	Administration and Management	2.43	2.35
47-2082.00	knowledge	Clerical	0.60	1.29
47-2082.00	knowledge	Economics and Accounting	0.55	1.56
47-2082.00	knowledge	Sales and Marketing	0.97	1.49
47-2082.00	knowledge	Customer and Personal Service	1.88	2.48
47-2082.00	knowledge	Personnel and Human Resources	0.54	1.43
47-2082.00	knowledge	Transportation	1.85	2.07
47-2082.00	knowledge	Production and Processing	0.50	1.47
47-2082.00	knowledge	Food Production	0.15	1.14
47-2082.00	knowledge	Computers and Electronics	0.21	1.16
47-2082.00	knowledge	Engineering and Technology	1.25	1.57
47-2082.00	knowledge	Design	1.62	1.66
47-2082.00	knowledge	Building and Construction	4.19	4.03
47-2082.00	knowledge	Mechanical	2.97	2.38
47-2082.00	knowledge	Mathematics	2.22	2.31
47-2082.00	knowledge	Physics	0.93	1.56
47-2082.00	knowledge	Chemistry	1.12	1.51
47-2082.00	knowledge	Biology	0.00	1.00
47-2082.00	knowledge	Psychology	0.79	1.44
47-2082.00	knowledge	Sociology and Anthropology	0.64	1.34
47-2082.00	knowledge	Geography	0.23	1.16
47-2082.00	knowledge	Medicine and Dentistry	0.21	1.18
47-2082.00	knowledge	Therapy and Counseling	0.37	1.28
47-2082.00	knowledge	Education and Training	2.38	2.53
47-2082.00	knowledge	English Language	2.43	2.64
47-2082.00	knowledge	Foreign Language	0.69	1.48
47-2082.00	knowledge	Fine Arts	0.00	1.00
47-2082.00	knowledge	History and Archeology	0.09	1.09
47-2082.00	knowledge	Philosophy and Theology	0.32	1.17
47-2082.00	knowledge	Public Safety and Security	1.59	2.30
47-2082.00	knowledge	Law and Government	1.03	1.61
47-2082.00	knowledge	Telecommunications	0.43	1.51
47-2082.00	knowledge	Communications and Media	0.76	1.36
47-2111.00	knowledge	Administration and Management	3.37	3.31
47-2111.00	knowledge	Clerical	2.40	2.51
47-2111.00	knowledge	Economics and Accounting	0.86	1.68
47-2111.00	knowledge	Sales and Marketing	1.35	1.80
47-2111.00	knowledge	Customer and Personal Service	3.75	3.41
47-2111.00	knowledge	Personnel and Human Resources	1.75	2.35
47-2111.00	knowledge	Transportation	1.77	1.93
47-2111.00	knowledge	Production and Processing	2.39	2.31
47-2111.00	knowledge	Food Production	0.21	1.15
